Time(s),CH3V
3.380000e-07,4.653333e-05
3.390000e-07,4.840000e-05
3.400000e-07,4.133333e-05
3.410000e-07,4.193333e-05
3.420000e-07,3.573333e-05
3.430000e-07,3.700000e-05
3.440000e-07,4.313333e-05
3.450000e-07,4.293333e-05
3.460000e-07,4.166667e-05
3.470000e-07,4.246667e-05
3.480000e-07,5.113333e-05
3.490000e-07,4.920000e-05
3.500000e-07,4.840000e-05
3.510000e-07,4.300000e-05
3.520000e-07,3.860000e-05
3.530000e-07,4.306667e-05
3.540000e-07,4.806666e-05
3.550000e-07,4.520000e-05
3.560000e-07,4.626666e-05
3.570000e-07,3.573333e-05
3.580000e-07,1.913333e-05
3.590000e-07,1.946667e-05
3.600000e-07,3.006667e-05
3.610000e-07,3.546667e-05
3.620000e-07,2.946667e-05
3.630000e-07,3.040000e-05
3.640000e-07,4.106667e-05
3.650000e-07,4.313333e-05
3.660000e-07,3.700000e-05
3.670000e-07,3.560000e-05
3.680000e-07,4.886667e-05
3.690000e-07,4.593333e-05
3.700000e-07,4.260000e-05
3.710000e-07,3.146666e-05
3.720000e-07,3.440000e-05
3.730000e-07,4.606667e-05
3.740000e-07,3.646667e-05
3.750000e-07,3.880000e-05
3.760000e-07,4.640000e-05
3.770000e-07,3.926667e-05
3.780000e-07,3.246667e-05
3.790000e-07,5.286666e-05
3.800000e-07,6.386667e-05
3.810000e-07,4.600000e-05
3.820000e-07,4.280000e-05
3.830000e-07,5.540000e-05
3.840000e-07,5.300000e-05
3.850000e-07,4.620000e-05
3.860000e-07,5.093333e-05
3.870000e-07,4.833333e-05
3.880000e-07,4.693333e-05
3.890000e-07,5.653333e-05
3.900000e-07,4.946666e-05
3.910000e-07,4.980000e-05
3.920000e-07,6.213333e-05
3.930000e-07,6.460000e-05
3.940000e-07,5.206667e-05
3.950000e-07,5.880000e-05
3.960000e-07,5.446667e-05
3.970000e-07,4.313333e-05
3.980000e-07,4.940000e-05
3.990000e-07,6.333333e-05
4.000000e-07,5.920000e-05
4.010000e-07,5.013333e-05
4.020000e-07,5.513333e-05
4.030000e-07,5.520000e-05
4.040000e-07,5.480000e-05
4.050000e-07,6.033333e-05
4.060000e-07,6.026667e-05
4.070000e-07,4.786667e-05
4.080000e-07,5.206667e-05
4.090000e-07,5.700000e-05
4.100000e-07,4.706667e-05
4.110000e-07,4.753333e-05
4.120000e-07,4.760000e-05
4.130000e-07,5.046666e-05
4.140000e-07,4.733333e-05
4.150000e-07,5.446667e-05
4.160000e-07,5.280000e-05
4.170000e-07,4.873333e-05
4.180000e-07,4.780000e-05
4.190000e-07,4.400000e-05
4.200000e-07,5.293333e-05
4.210000e-07,5.440000e-05
4.220000e-07,4.033333e-05
4.230000e-07,4.013333e-05
4.240000e-07,6.186667e-05
4.250000e-07,5.320000e-05
4.260000e-07,4.193333e-05
4.270000e-07,4.726667e-05
4.280000e-07,6.040000e-05
4.290000e-07,6.233333e-05
4.300000e-07,6.046666e-05
4.310000e-07,5.366667e-05
4.320000e-07,3.673333e-05
4.330000e-07,4.920000e-05
4.340000e-07,5.833333e-05
4.350000e-07,5.880000e-05
4.360000e-07,5.420000e-05
4.370000e-07,5.446667e-05
4.380000e-07,5.493333e-05
4.390000e-07,4.740000e-05
4.400000e-07,6.446667e-05
4.410000e-07,6.480000e-05
4.420000e-07,5.746667e-05
4.430000e-07,5.473333e-05
4.440000e-07,5.360000e-05
4.450000e-07,5.846667e-05
4.460000e-07,5.700000e-05
4.470000e-07,5.066667e-05
4.480000e-07,3.420000e-05
4.490000e-07,4.060000e-05
4.500000e-07,5.473333e-05
4.510000e-07,5.126667e-05
4.520000e-07,3.766666e-05
4.530000e-07,5.006666e-05
4.540000e-07,6.040000e-05
4.550000e-07,6.086667e-05
4.560000e-07,5.646667e-05
4.570000e-07,4.086667e-05
4.580000e-07,4.293333e-05
4.590000e-07,4.966667e-05
4.600000e-07,5.233333e-05
4.610000e-07,4.020000e-05
4.620000e-07,4.793333e-05
4.630000e-07,5.746667e-05
4.640000e-07,5.560000e-05
4.650000e-07,4.773333e-05
4.660000e-07,4.160000e-05
4.670000e-07,3.006667e-05
4.680000e-07,1.520000e-05
4.690000e-07,3.586667e-05
4.700000e-07,3.780000e-05
4.710000e-07,3.740000e-05
4.720000e-07,2.880000e-05
4.730000e-07,3.680000e-05
4.740000e-07,4.833333e-05
4.750000e-07,5.526666e-05
4.760000e-07,5.166667e-05
4.770000e-07,3.666666e-05
4.780000e-07,4.793333e-05
4.790000e-07,5.106667e-05
4.800000e-07,5.420000e-05
4.810000e-07,5.600000e-05
4.820000e-07,5.180000e-05
4.830000e-07,5.160000e-05
4.840000e-07,3.886667e-05
4.850000e-07,4.040000e-05
4.860000e-07,4.360000e-05
4.870000e-07,5.100000e-05
4.880000e-07,4.780000e-05
4.890000e-07,4.020000e-05
4.900000e-07,2.960000e-05
4.910000e-07,4.406667e-05
4.920000e-07,5.413333e-05
4.930000e-07,3.580000e-05
4.940000e-07,3.126667e-05
4.950000e-07,2.520000e-05
4.960000e-07,1.593333e-05
4.970000e-07,1.620000e-05
4.980000e-07,3.246667e-05
4.990000e-07,2.093333e-05
